state,cluster,corr,members,window
CA,1,0.6896286811637534,"['Dysphonia', 'Body Weight Changes', 'Diarrhea']",2006-11
CO,11,0.7464471504746578,"['Illusions', 'Angina Pectoris', 'Cough']",2006-11
CT,11,0.6987362009559904,"['Amaurosis Fugax', 'Syncope', 'Apnea']",2006-11
DC,5,0.6626443416297807,"['Snoring', 'Asthenia']",2006-11
DE,15,0.7131054761004497,"['Headache', 'Paresthesia']",2006-11
FL,10,0.6391931858491945,"['Illusions', 'Paraparesis', 'Unconsciousness', 'Paresthesia']",2006-11
GA,15,0.5866281716764495,"['Hydrops Fetalis', 'Hemianopsia', 'Pseudophakia', 'Fasciculation', 'Athetosis', 'Metatarsalgia', 'Muscle Weakness']",2006-11
HI,15,0.6517036766911091,"['Coma', 'Jaundice', 'Chest Pain', 'Vomiting', 'Weight Gain', 'Anoxia', 'Hemiplegia']",2006-11
IA,11,0.7074066438354457,"['Tremor', 'Hearing Loss']",2006-11
ID,7,0.7419777842666896,"['Torticollis', 'Flank Pain']",2006-11
IL,16,0.6194400897701321,"['Paresis', 'Motion Sickness', 'Stupor']",2006-11
IN,4,0.7042170548991932,"['Snoring', 'Sciatica', 'Colic']",2006-11
KS,13,0.6731197873999852,"['Dyspnea', 'Illusions', 'Tetany', 'Polyuria', 'Cyanosis']",2006-11
KY,7,0.7546736875590014,"['Horner Syndrome', 'Emaciation', 'Paraplegia', 'Trismus', 'Anoxia', 'Pallor', 'Polyuria', 'Purpura']",2006-11
LA,17,0.7078544117868651,"['Hirsutism', 'Coma', 'Stuttering']",2006-11
MA,2,0.6976933426359427,"['Dysuria', 'Hyperventilation', 'Quadriplegia']",2006-11
MD,14,0.7101522152667034,"['Acute Coronary Syndrome', 'Echolalia', 'Hemiplegia', 'Polyuria']",2006-11
ME,12,0.7089856043561594,"['Dysphonia', 'Purpura']",2006-11
MI,4,0.7350445668076651,"['Hemiplegia', 'Oliguria']",2006-11
MN,2,0.6862382436832867,"['Eructation', 'Dysgeusia', 'Paraparesis']",2006-11
MO,5,0.6159533780524274,"['Mouth Breathing', 'Renal Colic', 'Diplopia']",2006-11
MS,7,0.6466885120224032,"['Arthralgia', 'Paraplegia', 'Jaundice', 'Neck Pain']",2006-11
MT,1,0.6382071760543075,"['Sneezing', 'Bulimia', 'Diarrhea']",2006-11
NC,3,0.6501246907842774,"['Delirium', 'Language Disorders', 'Hypocapnia', 'Overweight']",2006-11
ND,10,0.6455009686441128,"['Flushing', 'Tremor', 'Dyslexia', 'Dystonia', 'Cachexia']",2006-11
NE,12,0.656391184970041,"['Emaciation', 'Hypoventilation', 'Nausea', 'Agnosia', 'Muscle Weakness']",2006-11
NH,9,0.6461732950948684,"['Weight Loss', 'Hallucinations', 'Hiccup', 'Constipation', 'Pallor']",2006-11
NJ,8,0.6330165889473833,"['Seizures', 'Cough']",2006-11
NM,16,0.6317110644805287,"['Anisocoria', 'Dysarthria', 'Paralysis', 'Hoarseness', 'Cachexia', 'Delirium', 'Headache', 'Pelvic Pain', 'Cough']",2006-11
NV,1,0.6931105134206321,"['Headache', 'Fatigue', 'Purpura']",2006-11
NY,19,0.6487587940919196,"['Cachexia', 'Dysarthria', 'Myokymia', 'Quadriplegia']",2006-11
OH,6,0.6139346647635253,"['Eructation', 'Ageusia', 'Sarcopenia', 'Hematemesis', 'Confusion', 'Motion Sickness']",2006-11
OK,5,0.6798355197588628,"['Paralysis', 'Hearing Loss']",2006-11
OR,15,0.661920812174254,"['Sciatica', 'Tics', 'Hypocapnia', 'Tinea Pedis', 'Pelvic Pain', 'Anoxia']",2006-11
PA,15,0.7175020657175141,"['Coprophagia', 'Ataxia', 'Halitosis']",2006-11
RI,9,0.6225795021243573,"['Asthenia', 'Flatulence', 'Dyslexia', 'Chest Pain', 'Stupor', 'Tetany', 'Motion Sickness', 'Oliguria']",2006-11
SC,13,0.6412427958943586,"['Gagging', 'Tics', 'Pruritus']",2006-11
SD,3,0.6152722905579687,"['Chills', 'Dystonia', 'Sneezing', 'Delirium', 'Gagging', 'Hemiplegia']",2006-11
TN,4,0.7549863949375384,"['Miosis', 'Scotoma', 'Vomiting']",2006-11
TX,16,0.6373445167110571,"['Nocturia', 'Cachexia']",2006-11
UT,4,0.6214525327150002,"['Sleep Disorders', 'Hallucinations', 'Hypercapnia', 'Arthralgia', 'Anisocoria']",2006-11
VA,21,0.6901755040760235,"['Phantom Limb', 'Angina Pectoris', 'Eye Pain']",2006-11
VT,6,0.6488297219976167,"['Apnea', 'Tinnitus', 'Flushing']",2006-11
WA,6,0.6259322065123579,"['Shoulder Pain', 'Albuminuria', 'Myoclonus', 'Chest Pain', 'Halitosis', 'Oliguria', 'Fever']",2006-11
WI,9,0.6713440682921846,"['Thinness', 'Flushing', 'Hypocapnia', 'Fasciculation', 'Aphasia', 'Presbycusis']",2006-11
WV,8,0.7878433369207064,"['Body Weight', 'Cyanosis', 'Polyuria', 'Morning Sickness']",2006-11
WY,10,0.7356436572061545,"['Hot Flashes', 'Jaundice', 'Blindness']",2006-11
AK,13,0.7519936093588453,"['Birth Weight', 'Edema']",2006-12
AL,9,0.7784877998450076,"['Hemiplegia', 'Muscle Weakness', 'Scotoma']",2006-12
AR,13,0.6442382409181472,"['Ataxia', 'Tics', 'Hiccup', 'Diplopia']",2006-12
AZ,15,0.6840151608013754,"['Seizures', 'Delirium', 'Miosis']",2006-12
CA,24,0.6203078396938344,"['Pseudophakia', 'Hyperkinesis', 'Catalepsy', 'Cachexia', 'Hypercalciuria']",2006-12
CO,1,0.6257802970690913,"['Hydrops Fetalis', 'Orthostatic Intolerance', 'Intermittent Claudication', 'Dysmenorrhea', 'Photophobia', 'Confusion', 'Pallor', 'Hemoglobinuria']",2006-12
CT,18,0.7373393167517014,"['Mouth Breathing', 'Myoclonus', 'Hoarseness', 'Dysgeusia']",2006-12
DC,8,0.8143670669293636,"['Pallor', 'Photophobia']",2006-12
DE,2,0.823284818491103,"['Gastroparesis', 'Halitosis', 'Motion Sickness', 'Diarrhea']",2006-12
FL,7,0.635549229098605,"['Amaurosis Fugax', 'Chest Pain', 'Myotonia', 'Polyuria']",2006-12
GA,17,0.6705195109793726,"['Thinness', 'Dysuria', 'Hemoglobinuria', 'Neck Pain']",2006-12
HI,14,0.6667049555124175,"['Dysmenorrhea', 'Dysarthria', 'Flushing', 'Pruritus']",2006-12
IA,6,0.6424814977265677,"['Hemianopsia', 'Shoulder Pain', 'Dizziness', 'Nausea', 'Fatigue', 'Agnosia', 'Hemiplegia', 'Anisocoria']",2006-12
ID,5,0.6250700849836421,"['Tics', 'Proteinuria', 'Ecchymosis', 'Vertigo', 'Tetany', 'Stupor', 'Hemiplegia']",2006-12
IL,14,0.7002912231804874,"['Gastroparesis', 'Amnesia']",2006-12
IN,11,0.6559221348417671,"['Syncope', 'Back Pain']",2006-12
KS,13,0.6765300289118626,"['Body Weight', 'Purpura']",2006-12
KY,11,0.6758382875191833,"['Hirsutism', 'Nocturia', 'Paresis', 'Prosopagnosia', 'Dysmenorrhea', 'Myotonia', 'Oliguria']",2006-12
LA,4,0.6592268908432043,"['Blindness', 'Dyspepsia', 'Spasm']",2006-12
MA,9,0.7159940096668027,"['Arthralgia', 'Ecchymosis']",2006-12
MD,3,0.6402238282987995,"['Muscle Cramp', 'Chest Pain']",2006-12
ME,9,0.6520737197158372,"['Lethargy', 'Gastroparesis', 'Dysarthria', 'Paresis', 'Anorexia', 'Muscle Weakness']",2006-12
MI,17,0.6997555580778915,"['Renal Colic', 'Hypercalciuria', 'Overweight', 'Purpura']",2006-12
MN,1,0.6560505355836823,"['Hypoventilation', 'Delirium', 'Arthralgia', 'Hearing Loss', 'Tinnitus', 'Bulimia']",2006-12
MO,8,0.6197129428354342,"['Hyperesthesia', 'Paraparesis', 'Tremor', 'Unconsciousness', 'Nausea', 'Alien Hand Syndrome', 'Cyanosis']",2006-12
MS,14,0.6589974080373677,"['Dysuria', 'Paresis', 'Birth Weight', 'Blindness', 'Chorea', 'Sleep Deprivation', 'Agnosia']",2006-12
MT,14,0.7248032421925176,"['Paralysis', 'Hallucinations', 'Halitosis', 'Pallor']",2006-12
NC,15,0.660938417422526,"['Paraplegia', 'Hypocapnia', 'Delirium', 'Language Disorders', 'Obesity']",2006-12
ND,13,0.7563110979440525,"['Torticollis', 'Motion Sickness']",2006-12
NE,4,0.7603704869864569,"['Mutism', 'Cyanosis']",2006-12
NH,1,0.6431907576724389,"['Echolalia', 'Shoulder Pain', 'Flatulence', 'Birth Weight', 'Tetany', 'Tinnitus']",2006-12
NJ,14,0.6008950907535099,"['Myoclonus', 'Flatulence', 'Amblyopia', 'Speech Disorders']",2006-12
NM,6,0.6695428779487541,"['Dyspepsia', 'Anoxia']",2006-12
NV,12,0.6740202650752103,"['Hiccup', 'Sleep Deprivation', 'Miosis']",2006-12
NY,14,0.6302534265519177,"['Weight Loss', 'Myokymia', 'Proteinuria', 'Quadriplegia', 'Cachexia', 'Toothache']",2006-12
OH,12,0.6042129208423083,"['Deafness', 'Hallucinations', 'Cachexia', 'Delirium', 'Cyanosis']",2006-12
OK,18,0.6741874982349644,"['Catatonia', 'Scotoma', 'Confusion', 'Livedo Reticularis', 'Spasm', 'Purpura']",2006-12
OR,11,0.6529539011160612,"['Torticollis', 'Shoulder Pain', 'Flank Pain', 'Gagging']",2006-12
PA,11,0.7128508518751319,"['Alien Hand Syndrome', 'Dysphonia', 'Purpura Fulminans']",2006-12
RI,6,0.7941572843791385,"['Vomiting', 'Diplopia']",2006-12
SC,6,0.7851505631648892,"['Intermittent Claudication', 'Chills', 'Dyslexia', 'Trismus', 'Amaurosis Fugax', 'Livedo Reticularis', 'Muscle Cramp']",2006-12
SD,11,0.5999927508610292,"['Toothache', 'Hypothermia', 'Tetany', 'Hot Flashes', 'Seizures', 'Hyperemesis Gravidarum', 'Anorexia', 'Polyuria', 'Bulimia']",2006-12
TN,9,0.6402640588082659,"['Encopresis', 'Amnesia', 'Nocturia', 'Dysphonia']",2006-12
TX,15,0.7212063413079131,"['Intermittent Claudication', 'Anomia']",2006-12
UT,12,0.6138677902782599,"['Sleep Disorders', 'Hirsutism', 'Halitosis', 'Fatigue']",2006-12
VA,12,0.6704321550296571,"['Lethargy', 'Phantom Limb', 'Paraparesis', 'Angina Pectoris', 'Fatigue']",2006-12
VT,5,0.730347612076696,"['Sciatica', 'Flatulence', 'Pallor', 'Paresthesia']",2006-12
WA,19,0.6792214845533094,"['Thinness', 'Dysuria', 'Flatulence', 'Aphonia', 'Muscle Weakness']",2006-12
WI,8,0.6322879687286542,"['Sciatica', 'Communication Disorders', 'Seizures', 'Constipation']",2006-12
WV,11,0.6552705731597938,"['Pelvic Pain', 'Coma', 'Bulimia']",2006-12
WY,3,0.7072775120830764,"['Illusions', 'Bulimia']",2006-12
AK,8,0.7519936093588451,"['Birth Weight', 'Edema']",2007-01
AL,22,0.7784877998450076,"['Hemiplegia', 'Muscle Weakness', 'Scotoma']",2007-01
AR,16,0.6853611704514636,"['Birth Weight', 'Sneezing', 'Agnosia', 'Dysmenorrhea', 'Flank Pain', 'Overweight']",2007-01
AZ,12,0.6970375949556091,"['Myoclonus', 'Ataxia', 'Aphasia', 'Ecchymosis']",2007-01
CA,26,0.7197182430648388,"['Hyperkinesis', 'Muscle Weakness', 'Scotoma']",2007-01
CO,14,0.693961952835561,"['Hyperesthesia', 'Dysphonia', 'Dysgeusia']",2007-01
CT,20,0.677351744465613,"['Chills', 'Ageusia', 'Ecchymosis', 'Scotoma', 'Myotonia', 'Constipation']",2007-01
DC,8,0.8078099277128002,"['Catatonia', 'Eye Pain']",2007-01
DE,9,0.657937892652924,"['Headache', 'Confusion', 'Paresthesia', 'Eye Pain']",2007-01
FL,14,0.6489743294525352,"['Hyperesthesia', 'Dizziness', 'Hypoventilation']",2007-01
GA,11,0.7050660061372382,"['Horner Syndrome', 'Sarcopenia', 'Albuminuria', 'Hemiplegia']",2007-01
HI,7,0.6011045006026212,"['Dysarthria', 'Flushing', 'Amnesia', 'Pruritus', 'Dysmenorrhea']",2007-01
IA,7,0.6818886567547611,"['Heartburn', 'Chest Pain', 'Confusion', 'Halitosis', 'Muscle Cramp']",2007-01
ID,5,0.6166464451573369,"['Myoclonus', 'Seizures', 'Sneezing', 'Eye Pain']",2007-01
IL,10,0.697412830856964,"['Torticollis', 'Shoulder Pain', 'Earache']",2007-01
IN,20,0.7564319139249857,"['Emaciation', 'Unconsciousness', 'Athetosis', 'Myoclonus', 'Anoxia', 'Hyperemesis Gravidarum']",2007-01
KS,7,0.7320256482952578,"['Body Weight', 'Purpura']",2007-01
KY,4,0.7689437136567814,"['Mouth Breathing', 'Echolalia', 'Orthostatic Intolerance', 'Intermittent Claudication', 'Hypoventilation', 'Polyuria']",2007-01
LA,9,0.6851051022841743,"['Apnea', 'Flatulence']",2007-01
MA,18,0.6737646276165141,"['Sleep Disorders', 'Mutism', 'Edema', 'Snoring']",2007-01
MD,7,0.622226468413479,"['Hyperventilation', 'Ophthalmoplegia', 'Hypoventilation']",2007-01
ME,5,0.6700713546848275,"['Colic', 'Purpura']",2007-01
MI,8,0.7446331477818823,"['Hypocapnia', 'Mental Retardation']",2007-01
MN,10,0.7237072462691455,"['Paresis', 'Intermittent Claudication', 'Facial Pain']",2007-01
MO,18,0.6532900345187141,"['Paresis', 'Quadriplegia', 'Dizziness', 'Halitosis', 'Polyuria']",2007-01
MS,6,0.7296617054795758,"['Dysuria', 'Paresis', 'Blindness', 'Chorea', 'Sleep Deprivation', 'Agnosia', 'Hemiplegia']",2007-01
MT,14,0.6303045368120278,"['Cachexia', 'Overweight']",2007-01
NC,12,0.7056358387140745,"['Cachexia', 'Apnea', 'Miosis']",2007-01
ND,6,0.7563110979440525,"['Torticollis', 'Motion Sickness']",2007-01
NE,6,0.6988714183636315,"['Phantom Limb', 'Delirium', 'Sciatica', 'Flank Pain']",2007-01
NH,8,0.6913976347228177,"['Hot Flashes', 'Mutism', 'Neck Pain']",2007-01
NJ,9,0.6991482501899089,"['Pallor', 'Dysarthria']",2007-01
NM,6,0.999998506772766,"['Dyspepsia', 'Anoxia']",2007-01
NV,11,0.6710503500856172,"['Torticollis', 'Miosis', 'Hiccup', 'Sleep Deprivation']",2007-01
NY,13,0.7647559616550695,"['Angina Pectoris', 'Colic']",2007-01
OH,16,0.7578612770962414,"['Eructation', 'Ageusia', 'Sarcopenia', 'Confusion', 'Motion Sickness']",2007-01
OK,3,0.7748188963629277,"['Hypothermia', 'Muscle Cramp', 'Oliguria']",2007-01
OR,15,0.6806056525612322,"['Delirium', 'Flushing']",2007-01
PA,11,0.619721807011929,"['Seizures', 'Neuralgia', 'Encopresis']",2007-01
RI,1,0.7936962588544172,"['Feminization', 'Flushing']",2007-01
SC,15,0.7938056759408038,"['Intermittent Claudication', 'Chills', 'Dyslexia', 'Trismus', 'Amaurosis Fugax', 'Livedo Reticularis', 'Muscle Cramp']",2007-01
SD,7,0.6857556209580135,"['Syncope', 'Amnesia']",2007-01
TN,9,0.6456062079280622,"['Fasciculation', 'Flatulence', 'Diplopia']",2007-01
TX,7,0.5909903073510299,"['Sleep Disorders', 'Encopresis', 'Aphasia', 'Toothache', 'Colic']",2007-01
UT,12,0.6037618566950376,"['Cachexia', 'Abdominal Pain', 'Morning Sickness']",2007-01
VA,21,0.7408979669529369,"['Pain', 'Shoulder Pain', 'Flushing', 'Edema']",2007-01
VT,10,0.6870151778745498,"['Illusions', 'Torticollis', 'Earache']",2007-01
WA,3,0.6984587258657157,"['Diarrhea', 'Paraplegia', 'Proteinuria']",2007-01
WI,10,0.6318316758879309,"['Trismus', 'Gagging', 'Muscle Weakness', 'Dyspnea']",2007-01
WV,14,0.6964748618053439,"['Headache', 'Heartburn']",2007-01
WY,3,0.7955866791738878,"['Tremor', 'Seizures', 'Morning Sickness']",2007-01
AK,4,0.5874262908103068,"['Flushing', 'Dyslexia', 'Overweight', 'Morning Sickness']",2007-02
AL,13,0.6348756089080498,"['Shoulder Pain', 'Diplopia']",2007-02
AR,1,0.6286404319313954,"['Gastroparesis', 'Motion Sickness', 'Bulimia']",2007-02
AZ,21,0.6295883469303141,"['Seizures', 'Deafness']",2007-02
CA,20,0.6586499484122382,"['Muscle Cramp', 'Hypergammaglobulinemia', 'Hypesthesia']",2007-02
CO,18,0.6588185871465161,"['Paraplegia', 'Catatonia', 'Earache', 'Hematemesis', 'Weight Gain']",2007-02
CT,14,0.7141806353541474,"['Vomiting', 'Livedo Reticularis', 'Polyuria', 'Proteinuria']",2007-02
DC,8,0.7443744821955858,"['Catatonia', 'Eye Pain']",2007-02
DE,15,0.6463835299238477,"['Birth Weight', 'Overweight']",2007-02
FL,18,0.6146233072454264,"['Shoulder Pain', 'Photophobia', 'Nausea']",2007-02
GA,10,0.7231155739514832,"['Torticollis', 'Halitosis']",2007-02
HI,1,0.6509680647578321,"['Snoring', 'Paresthesia', 'Constipation']",2007-02
IA,19,0.6430480361235053,"['Hot Flashes', 'Tinnitus', 'Constipation', 'Colic']",2007-02
ID,5,0.6578354925597664,"['Ataxia', 'Shoulder Pain', 'Cyanosis']",2007-02
IL,1,0.6475865345820812,"['Amnesia', 'Persistent Vegetative State', 'Aphonia', 'Athetosis', 'Psychomotor Agitation', 'Ageusia', 'Edema', 'Sleep Deprivation', 'Vocal Cord Paralysis', 'Cyanosis']",2007-02
IN,7,0.6122967648584577,"['Deafness', 'Thinness', 'Coma', 'Albuminuria', 'Pruritus', 'Amaurosis Fugax', 'Presbycusis', 'Hemoglobinuria']",2007-02
KS,2,0.8294392243295885,"['Lethargy', 'Myoclonus']",2007-02
KY,5,0.7456682870685204,"['Flatulence', 'Sleep Disorders', 'Weight Gain']",2007-02
LA,7,0.6778284301489745,"['Torticollis', 'Hirsutism', 'Encopresis']",2007-02
MA,4,0.7725629494580002,"['Motion Sickness', 'Encopresis']",2007-02
MD,17,0.5797959061488096,"['Mouth Breathing', 'Orthostatic Intolerance', 'Hyperacusis', 'Headache', 'Scotoma', 'Vomiting', 'Miosis', 'Polyuria', 'Oliguria']",2007-02
ME,2,0.6215511141473674,"['Tetany', 'Hearing Loss', 'Hiccup', 'Dysphonia', 'Purpura']",2007-02
MI,7,0.6794838661389622,"['Hyperesthesia', 'Flatulence', 'Paraplegia', 'Unconsciousness', 'Korsakoff Syndrome']",2007-02
MN,21,0.617744287288843,"['Echolalia', 'Trismus', 'Flushing', 'Angina Pectoris']",2007-02
MO,9,0.6258427132085477,"['Hydrops Fetalis', 'Intermittent Claudication', 'Hypercapnia', 'Edema', 'Obesity']",2007-02
MS,2,0.6200984477147267,"['Hot Flashes', 'Fatigue', 'Flatulence']",2007-02
MT,14,0.6195422045459306,"['Pain', 'Flushing', 'Encopresis', 'Tremor', 'Illusions', 'Cyanosis', 'Morning Sickness']",2007-02
NC,18,0.6561061645653273,"['Dizziness', 'Metatarsalgia', 'Anorexia', 'Back Pain']",2007-02
ND,8,0.6584091481051586,"['Tinnitus', 'Hallucinations', 'Edema']",2007-02
NE,6,0.8117872196510258,"['Mutism', 'Cyanosis']",2007-02
NH,15,0.6815536986622679,"['Sciatica', 'Myoclonus', 'Dysmenorrhea', 'Ataxia', 'Hiccup', 'Dyspepsia', 'Pallor']",2007-02
NJ,13,0.7348487713860465,"['Vertigo', 'Photophobia']",2007-02
NM,9,0.6596742642798598,"['Weight Loss', 'Dyspepsia', 'Anoxia']",2007-02
NV,18,0.7277045816011909,"['Sleep Deprivation', 'Morning Sickness']",2007-02
NY,20,0.7025313287919253,"['Angina Pectoris', 'Colic']",2007-02
OH,12,0.6451866049504241,"['Hypocapnia', 'Myoclonus', 'Presbycusis', 'Persistent Vegetative State', 'Diplopia']",2007-02
OK,10,0.7258838424564581,"['Hypothermia', 'Hyperemesis Gravidarum', 'Paresis', 'Muscle Cramp']",2007-02
OR,10,0.6219201478403316,"['Dyspepsia', 'Dysuria', 'Nausea']",2007-02
PA,22,0.7156977070305443,"['Mouth Breathing', 'Acute Coronary Syndrome', 'Hemianopsia', 'Scotoma']",2007-02
RI,17,0.6893860027814631,"['Dystonia', 'Hyperventilation']",2007-02
SC,1,0.6450199724735765,"['Hypothermia', 'Heartburn', 'Confusion', 'Hot Flashes']",2007-02
SD,8,0.7934747751786261,"['Gagging', 'Hemiplegia']",2007-02
TN,1,0.6728437016467582,"['Tremor', 'Heartburn']",2007-02
TX,15,0.6458847544882874,"['Syncope', 'Neuralgia', 'Stupor', 'Alien Hand Syndrome']",2007-02
UT,8,0.7799723608984972,"['Sleep Disorders', 'Fatigue', 'Hirsutism']",2007-02
VA,11,0.7034133105611913,"['Unconsciousness', 'Anomia', 'Chills', 'Hemoptysis']",2007-02
VT,12,0.6220676494481446,"['Neuralgia', 'Hallucinations', 'Dysuria', 'Nausea', 'Halitosis', 'Motion Sickness', 'Purpura']",2007-02
WA,12,0.6977601424077039,"['Paresis', 'Dysmenorrhea', 'Scotoma']",2007-02
WI,13,0.6721824197158878,"['Toothache', 'Sleep Deprivation']",2007-02
WV,16,0.6680549011300072,"['Gastroparesis', 'Amnesia', 'Halitosis', 'Paresthesia']",2007-02
WY,4,0.6780688467032073,"['Vertigo', 'Hypothermia']",2007-02
AK,9,0.597499963123779,"['Blindness', 'Flatulence', 'Spasm']",2007-03
AL,6,0.6073800002207334,"['Earache', 'Proteinuria']",2007-03
AR,8,0.661933380550443,"['Mental Retardation', 'Eye Pain']",2007-03
AZ,13,0.5843146791517051,"['Vertigo', 'Deafness', 'Flank Pain', 'Seizures']",2007-03
CA,1,0.6213219941505718,"['Hyperesthesia', 'Hypesthesia']",2007-03
CO,4,0.6709528093118236,"['Hallucinations', 'Cyanosis']",2007-03
CT,1,0.6859147187799793,"['Vomiting', 'Livedo Reticularis', 'Polyuria', 'Proteinuria']",2007-03
DC,12,0.6428698801912827,"['Hirsutism', 'Coprophagia', 'Chorea', 'Sarcopenia', 'Hematemesis', 'Ataxia', 'Scotoma', 'Nausea', 'Edema']",2007-03
DE,9,0.7658435632223082,"['Pelvic Pain', 'Tinnitus', 'Dizziness']",2007-03
FL,13,0.6626491101627872,"['Hypocapnia', 'Livedo Reticularis', 'Anoxia']",2007-03
GA,5,0.7665706219784699,"['Pallor', 'Nausea']",2007-03
HI,10,0.6728265801772303,"['Seizures', 'Colic']",2007-03
IA,2,0.6218173936713922,"['Hot Flashes', 'Tinnitus', 'Constipation', 'Colic']",2007-03
ID,7,0.6559354392540222,"['Hemoptysis', 'Amnesia', 'Torticollis', 'Amblyopia', 'Dysphonia', 'Polyuria', 'Constipation']",2007-03
IL,15,0.7405219640361786,"['Eye Hemorrhage', 'Learning Disorders']",2007-03
IN,12,0.6991764504738907,"['Sleep Disorders', 'Neck Pain', 'Tics']",2007-03
KS,3,0.7071865929072848,"['Labor Pain', 'Heartburn', 'Cough']",2007-03
KY,9,0.5879192165722013,"['Hemianopsia', 'Edema', 'Tremor', 'Cough']",2007-03
LA,18,0.6919169492396158,"['Delirium', 'Spasm']",2007-03
MA,14,0.6194045192589213,"['Trismus', 'Deafness']",2007-03
MD,5,0.7168661474815091,"['Mouth Breathing', 'Dysarthria', 'Hematemesis']",2007-03
ME,5,0.629741994779484,"['Hypothermia', 'Confusion']",2007-03
MI,8,0.6927063573427741,"['Mouth Breathing', 'Labor Pain']",2007-03
MN,11,0.5900902769321201,"['Mouth Breathing', 'Heartburn', 'Paralysis', 'Aphasia']",2007-03
MO,7,0.6749847806661377,"['Aphonia', 'Agnosia', 'Dysphonia', 'Oliguria']",2007-03
MS,6,0.729545146385657,"['Sarcopenia', 'Sciatica', 'Tetany', 'Hyperemesis Gravidarum']",2007-03
MT,12,0.6666392340853478,"['Torticollis', 'Seizures', 'Abdominal Pain', 'Dyspnea']",2007-03
NC,12,0.7007376784057819,"['Seizures', 'Earache']",2007-03
ND,10,0.6954381235518743,"['Ataxia', 'Coma', 'Dyslexia', 'Apnea']",2007-03
NE,2,0.7908315360485456,"['Deafness', 'Aphasia']",2007-03
NH,1,0.740568919750593,"['Obesity', 'Flatulence']",2007-03
NJ,21,0.663160011550496,"['Mutism', 'Birth Weight', 'Edema', 'Fatigue', 'Motion Sickness', 'Diplopia']",2007-03
NM,4,0.5653616668220935,"['Flatulence', 'Dyslexia', 'Delirium', 'Ataxia', 'Body Weight']",2007-03
NV,7,0.6316910902114833,"['Snoring', 'Flushing', 'Dizziness']",2007-03
NY,1,0.7006904341454463,"['Sleep Disorders', 'Polyuria']",2007-03
OH,11,0.6324870984773913,"['Pallor', 'Heart Murmurs']",2007-03
OK,5,0.6285632321152845,"['Seizures', 'Pain']",2007-03
OR,4,0.7239945801657142,"['Headache', 'Ataxia']",2007-03
PA,15,0.7053319612338821,"['Alien Hand Syndrome', 'Dysphonia', 'Purpura Fulminans']",2007-03
RI,11,0.626132839164992,"['Hyperventilation', 'Paresthesia', 'Dystonia', 'Apnea']",2007-03
SC,13,0.6861833746994063,"['Mouth Breathing', 'Oliguria']",2007-03
SD,3,0.7877325345271383,"['Syncope', 'Amnesia']",2007-03
TN,20,0.655423342232476,"['Eructation', 'Flushing', 'Paraparesis', 'Trismus', 'Muscle Cramp', 'Anisocoria']",2007-03
TX,3,0.6909287996829728,"['Hypothermia', 'Earache', 'Language Disorders']",2007-03
UT,3,0.6344842638543761,"['Weight Loss', 'Pelvic Pain', 'Amblyopia', 'Hot Flashes']",2007-03
VA,19,0.6258068870050422,"['Phantom Limb', 'Albuminuria', 'Prosopagnosia', 'Earache', 'Hypothermia', 'Syncope', 'Photophobia', 'Presbycusis', 'Cough']",2007-03
VT,3,0.6969959492516675,"['Weight Loss', 'Chorea']",2007-03
WA,4,0.6729738633817929,"['Horner Syndrome', 'Catatonia', 'Stuttering', 'Proteinuria']",2007-03
WI,17,0.6687800356310887,"['Paresthesia', 'Muscle Weakness', 'Dyspnea', 'Body Weight']",2007-03
WV,3,0.6926975059183711,"['Pain', 'Torticollis', 'Tetany', 'Miosis', 'Hemiplegia', 'Hemoptysis']",2007-03
WY,7,0.7101099396638002,"['Tremor', 'Seizures', 'Morning Sickness']",2007-03
AK,6,0.6576274273974801,"['Flatulence', 'Blindness', 'Paresthesia', 'Spasm']",2007-04
AL,15,0.7293129218779401,"['Motion Sickness', 'Flatulence']",2007-04
AR,17,0.7680231387792983,"['Snoring', 'Chorea', 'Ataxia', 'Photophobia', 'Cough', 'Cyanosis']",2007-04
AZ,14,0.7263658024286533,"['Horner Syndrome', 'Dysuria', 'Paraparesis', 'Sleep Deprivation', 'Hypercalciuria']",2007-04
CA,12,0.584993441027285,"['Hearing Disorders', 'Hydrops Fetalis', 'Thinness', 'Muscle Rigidity', 'Prosopagnosia', 'Psychomotor Agitation', 'Stupor']",2007-04
CO,13,0.6189696286154228,"['Dysarthria', 'Fasciculation', 'Hyperemesis Gravidarum', 'Myotonia']",2007-04
CT,12,0.6670357026335967,"['Feminization', 'Colic']",2007-04
DC,4,0.7558781665125787,"['Echolalia', 'Tetany', 'Anomia', 'Alien Hand Syndrome']",2007-04
DE,9,0.6397163971836697,"['Tremor', 'Back Pain']",2007-04
FL,5,0.6980382830125237,"['Sneezing', 'Ecchymosis']",2007-04
GA,17,0.6653083225233145,"['Miosis', 'Quadriplegia']",2007-04
HI,2,0.6620220379549018,"['Coma', 'Anorexia', 'Chorea', 'Oliguria']",2007-04
IA,8,0.6149060355766904,"['Pelvic Pain', 'Vomiting', 'Dizziness', 'Aphasia']",2007-04
ID,9,0.6924422896408436,"['Myoclonus', 'Sneezing']",2007-04
IL,20,0.6625311432196522,"['Stupor', 'Flank Pain', 'Dysphonia', 'Tinnitus']",2007-04
